project_name,total,lost_coverage_lines,improve_coverage_lines
commons-io,2.0,2.0,0.0
unix4j,733.0,1017.1428571428572,-284.1428571428572
jfreechart,6.333333333333333,9.0,-2.6666666666666665
pippo,78.83333333333333,78.83333333333333,0.0
elastic-job-lite,5032.25,5032.25,0.0
wikidata-toolkit,3351.625,3351.625,0.0
marine-api,-2.571428571428572,0.0,-2.571428571428572
redpipe,138.66666666666666,138.66666666666666,0.0
média,1167.517113095238,1203.689732142857,-36.17261904761906
sum,9340.136904761905,9629.517857142857,-289.38095238095246
