project_name,total,lost_coverage_lines,improve_coverage_lines
robotframework,0.0,0.0,0.0
pybuilder,0.0,0.0,0.0
softlayer,-638.2857142857143,0.0,-638.2857142857143
cloud-init,-2916.0,2.25,-2918.25
vhs-teletext,-66.0,0.7142857142857143,-66.71428571428571
acitoolkit,-0.5454545454545454,0.0,-0.5454545454545454
polling,0.0,0.0,0.0
jedi,3.5,3.5,0.0
stig,0.0,0.0,0.0
drmaa-python,0.0,0.0,0.0
RxPY,-511.75,10.0,-521.75
grimoirelab,0.0,0.0,0.0
spotipy,0.0,0.0,0.0
aws-cli,-3157.5,0.0,-3157.5
média,-520.4700834879407,1.1760204081632655,-521.6461038961039
sum,-7286.581168831169,16.464285714285715,-7303.045454545454
